venue_db_id,venue_oa_id,name,users_selected,display_name,2yr_mean_citedness,works_count,cited_by_count,issn_l,first_topic,db_concept,jcr_jif,jcr_name
1670017,11853582,Review of Accounting Studies,63,Review of Accounting Studies,7.041176470588235,972.0,71279.0,1380-6653,"Business, Management and Accounting",Economics,4.8,review of accounting studies
1652016,114265899,Memory & Cognition,62,Memory & Cognition,2.2804428044280445,5094.0,279177.0,0090-502X,Neuroscience,Psychology,2.2,memory & cognition
1649160,200794352,Oikos,62,Oikos,3.5160493827160493,10305.0,643360.0,0030-1299,Environmental Science,Biology,3.1,oikos
1650393,183686791,Astrophysical Journal Supplement Series,60,The Astrophysical Journal Supplement Series,8.178333333333333,7225.0,574151.0,0067-0049,Physics and Astronomy,Physics,8.6,astrophysical journal supplement series
1647283,68911691,Chemistry: A European Journal,60,Chemistry - A European Journal,3.159576914233157,45886.0,1544474.0,0947-6539,Chemistry,Chemistry,3.9,chemistry-a european journal
1649005,34864311,American Antiquity,60,American Antiquity,0.6951672862453532,10903.0,137675.0,0002-7316,Earth and Planetary Sciences,History,2.7,american antiquity
1648157,59628311,Behavioral and Brain Sciences,59,Behavioral and Brain Sciences,1.0900473933649288,16089.0,381110.0,0140-525X,Psychology,Psychology,16.6,behavioral and brain sciences
1647172,171072222,Inorganic Chemistry,59,Inorganic Chemistry,4.312457142857143,69129.0,2481158.0,0020-1669,Medicine,Chemistry,4.3,inorganic chemistry
1650004,145378405,Accounts of Chemical Research,59,Accounts of Chemical Research,15.690815006468306,7957.0,1343619.0,0001-4842,Engineering,Chemistry,16.4,accounts of chemical research
1656211,113116626,Gender & Society,59,Gender & Society,3.368131868131868,2813.0,121946.0,0891-2432,Social Sciences,Sociology,7.2,gender & society
1647366,158228368,Applied and Environmental Microbiology,59,Applied and Environmental Microbiology,3.346824842986741,36510.0,2806692.0,0099-2240,Environmental Science,Biology,3.9,applied and environmental microbiology
1647227,2090548,The Journal of Physiology,58,The Journal of Physiology,2.3155487804878048,44039.0,2475745.0,0022-3751,"Biochemistry, Genetics and Molecular Biology",Biology,4.7,journal of physiology-london
1650345,147691735,Philosophy of Science,58,Philosophy of Science,1.25,7176.0,143890.0,0031-8248,Arts and Humanities,Philosophy,1.4,philosophy of science
1663313,36783443,Cognitive Psychology,58,Cognitive Psychology,2.5692307692307694,1487.0,292391.0,0010-0285,Psychology,Psychology,3.0,cognitive psychology
1647500,4210194812,Nuclear Physics B,58,Nuclear Physics B,2.527638190954774,30118.0,1429659.0,0550-3213,Physics and Astronomy,Physics,2.5,nuclear physics b
1647248,96615428,Journal of Virology,58,Journal of Virology,3.7203488372093023,49753.0,3238594.0,0022-538X,"Biochemistry, Genetics and Molecular Biology",Biology,4.0,journal of virology
1647110,168522863,Cancer Research,57,Cancer Research,0.8687196110210696,48148.0,1819209.0,0008-5472,"Biochemistry, Genetics and Molecular Biology",Biology,12.5,cancer research
1651426,48633963,Physics Reports,57,Physics Reports,14.259615384615383,5690.0,649677.0,0370-1573,Physics and Astronomy,Physics,23.9,physics reports-review section of physics letters
1653031,107049385,The British Journal for the Philosophy of Science,56,The British Journal for the Philosophy of Science,3.1,4240.0,75332.0,0007-0882,Arts and Humanities,Philosophy,3.2,british journal for the philosophy of science
1651636,69338747,European Economic Review,56,European Economic Review,3.952,5459.0,293205.0,0014-2921,"Economics, Econometrics and Finance",Economics,2.8,european economic review
1659092,198892436,Accounting Organizations and Society,56,Accounting Organizations and Society,3.847058823529412,2087.0,216710.0,0361-3682,"Business, Management and Accounting",Economics,3.6,accounting organizations and society
1647405,9692511,Frontiers in Psychology,55,Frontiers in Psychology,3.079677827331426,37133.0,752220.0,1664-1078,Neuroscience,Psychology,2.6,frontiers in psychology
1648518,172180718,Biometrika,55,Biometrika,1.9640287769784173,13063.0,758700.0,0006-3444,Mathematics,Mathematics,2.4,biometrika
1648927,184849641,Ethics,55,Ethics,1.3174603174603174,11113.0,112066.0,0014-1704,Social Sciences,Philosophy,4.6,ethics
1648047,4306417987,Computer Vision and Pattern Recognition (CVPR),55,Computer Vision and Pattern Recognition,21.415708812260537,646.0,22391.0,,Computer Science,Computer science,,
1647544,152000018,Journal of Fluid Mechanics,55,Journal of Fluid Mechanics,3.6581052631578945,28287.0,1625253.0,0022-1120,Engineering,Physics,3.6,journal of fluid mechanics
1660079,8557221,Journal of Labor Economics,55,Journal of Labor Economics,4.6,1811.0,162102.0,0734-306X,"Economics, Econometrics and Finance",Economics,3.9,journal of labor economics
1647887,184147796,Journal of Algebra,55,Journal of Algebra,0.7738209817131858,19744.0,300674.0,0021-8693,Mathematics,Mathematics,0.8,journal of algebra
1648161,157690423,Animal Behaviour,55,Animal Behaviour,2.431261770244821,16198.0,842320.0,0003-3472,Agricultural and Biological Sciences,Biology,2.3,animal behaviour
1647119,183492911,Proceedings of SPIE,54,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",0.9360730593607306,52789.0,694836.0,0277-786X,Engineering,Physics,,
1648413,122073985,The Journal of Economic History,54,The Journal of Economic History,2.0,13835.0,118779.0,0022-0507,"Economics, Econometrics and Finance",Economics,2.5,journal of economic history
1655119,118992489,Journal of the ACM,54,Journal of the ACM,2.0707070707070705,3190.0,376899.0,0004-5411,Computer Science,Computer science,2.3,journal of the acm
1649183,4210212881,Proceedings of the Royal Society of London,53,Proceedings of the Royal Society of London A Mathematical and Physical Sciences,0.0,10161.0,633215.0,0080-4630,Physics and Astronomy,Physics,,
1649970,316438,Chemical Society Reviews,53,Chemical Society Reviews,33.907954545454544,8058.0,1950757.0,0306-0012,Chemistry,Chemistry,40.4,chemical society reviews
1647169,8802318,Annals of the New York Academy of Sciences,53,Annals of the New York Academy of Sciences,3.5265588914549655,68650.0,1882973.0,0077-8923,Neuroscience,Biology,4.1,annals of the new york academy of sciences
1647632,52566953,Water Research,53,Water Research,12.710776545166402,25474.0,1792385.0,0043-1354,Environmental Science,Chemistry,11.4,water research
1647977,82835231,Publications of the Astronomical Society of the Pacific,53,Publications of the Astronomical Society of the Pacific,3.3935185185185186,17975.0,254656.0,0004-6280,Physics and Astronomy,Physics,3.3,publications of the astronomical society of the pacific
1648487,4306420609,Conference on Neural Information Processing Systems (NeurIPS),52,Neural Information Processing Systems,0.7115072933549432,12787.0,648295.0,,Computer Science,Computer science,,
1653263,134818455,Communications on Pure and Applied Mathematics,52,Communications on Pure and Applied Mathematics,1.826086956521739,4078.0,304325.0,0010-3640,Computer Science,Mathematics,3.1,communications on pure and applied mathematics
1647528,205482884,Biological Psychiatry,52,Biological Psychiatry,1.6371057513914655,28177.0,1111685.0,0006-3223,Neuroscience,Medicine,9.6,biological psychiatry
1653733,198098467,Journal of International Economics,52,Journal of International Economics,5.362745098039215,3820.0,312363.0,0022-1996,"Economics, Econometrics and Finance",Economics,3.8,journal of international economics
1647107,11296630,Journal of the Acoustical Society of America,51,The Journal of the Acoustical Society of America,0.7433110367892977,162731.0,1485856.0,0001-4966,Earth and Planetary Sciences,Physics,2.1,journal of the acoustical society of america
1647355,201989124,Organic Letters,51,Organic Letters,5.018143009605123,37743.0,1661931.0,1523-7052,Chemistry,Chemistry,4.9,organic letters
1647568,30122339,Neuroscience,51,Neuroscience,3.251360174102285,27165.0,1475284.0,0306-4522,Neuroscience,Biology,2.9,neuroscience
1647872,143846845,Nano Letters,51,Nano Letters,9.717008270406328,20349.0,2322933.0,1530-6984,Materials Science,Materials science,9.6,nano letters
1657417,53787413,Journal of Memory and Language,50,Journal of Memory and Language,3.0,2493.0,264513.0,0749-596X,Neuroscience,Psychology,2.9,journal of memory and language
1655387,90314269,American Journal of Political Science,50,American Journal of Political Science,6.2631578947368425,3104.0,377703.0,0092-5853,Social Sciences,Political science,5.0,american journal of political science
1649713,4306419272,IEEE International Conference on Computer Vision (ICCV),49,International Conference on Computer Vision,3.731012658227848,642.0,4356.0,,Computer Science,Computer science,,
1647098,2764664775,Bulletin of the American Physical Society,49,Bulletin of the American Physical Society,0.0029545006893834,235463.0,11757.0,0003-0503,Physics and Astronomy,Physics,,
1653375,138679565,Psychonomic Bulletin & Review,49,Psychonomic Bulletin & Review,3.826315789473684,4054.0,250926.0,1069-9384,Neuroscience,Psychology,3.2,psychonomic bulletin & review
1647178,77494981,Pediatrics,49,PEDIATRICS,2.2298218029350103,59894.0,2336934.0,0031-4005,Health Professions,Medicine,6.2,pediatrics
1654039,63151042,Erkenntnis,49,Erkenntnis,1.127946127946128,3550.0,45261.0,0165-0106,Psychology,Philosophy,0.8,erkenntnis
1650306,154343897,PLOS Biology,49,PLoS Biology,8.246753246753247,6911.0,657821.0,1544-9173,Neuroscience,Biology,7.8,plos biology
1650273,26008998,Journal of Experimental Psychology: Human Perception and Performance,49,Journal of Experimental Psychology Human Perception & Performance,1.5973154362416109,7325.0,365362.0,0096-1523,Neuroscience,Psychology,2.1,journal of experimental psychology-human perception and performance
1655472,160573970,Journal of Organizational Behavior,49,Journal of Organizational Behavior,5.112745098039215,3069.0,338225.0,0894-3796,"Business, Management and Accounting",Psychology,6.2,journal of organizational behavior
1662957,195167216,Annual Review of Anthropology,49,Annual Review of Anthropology,2.830508474576271,1505.0,157501.0,0084-6570,Social Sciences,Sociology,2.8,annual review of anthropology
1651435,92895470,Review of Educational Research,48,Review of Educational Research,9.74626865671642,5634.0,333996.0,0034-6543,Social Sciences,Psychology,8.3,review of educational research
1647233,75741262,Langmuir,48,Langmuir,3.67667161961367,51917.0,2436519.0,0743-7463,Chemistry,Chemistry,3.7,langmuir
1649636,4306419644,International Conference on Machine Learning (ICML),48,International Conference on Machine Learning,0.3285841495992876,6375.0,344429.0,,Computer Science,Computer science,,
1647733,142952003,Journal of Neurophysiology,47,Journal of Neurophysiology,2.8799368088467614,22284.0,1693198.0,0022-3077,Neuroscience,Biology,2.1,journal of neurophysiology
1663821,130224168,Journal of the American Mathematical Society,47,Journal of the American Mathematical Society,3.4285714285714284,1420.0,102886.0,0894-0347,Mathematics,Mathematics,3.5,journal of the american mathematical society
1657726,127708089,Journal of Economic Literature,47,Journal of Economic Literature,8.193548387096774,2382.0,286326.0,0022-0515,"Economics, Econometrics and Finance",Economics,11.5,journal of economic literature
1647133,60865174,Journal of the American College of Cardiology,47,Journal of the American College of Cardiology,1.5709233791748527,111483.0,2712575.0,0735-1097,Medicine,Medicine,21.7,journal of the american college of cardiology
1648909,78735424,Cognitive Science,47,Cognitive Science,2.2762762762762763,11099.0,229366.0,0364-0213,Psychology,Psychology,2.3,cognitive science
1647261,181332294,Physical Chemistry Chemical Physics,47,Physical Chemistry Chemical Physics,2.9111378480577517,49167.0,1425992.0,1463-9076,Physics and Astronomy,Chemistry,2.9,physical chemistry chemical physics
1650182,125775545,Operations Research,47,Operations Research,2.991044776119403,7518.0,481536.0,0030-364X,"Business, Management and Accounting",Computer science,2.2,operations research
1678969,137804417,Philosophical Perspectives,46,Philosophical Perspectives,1.4210526315789471,571.0,27806.0,1520-8583,Arts and Humanities,Philosophy,1.6,philosophical perspectives
1647367,4210168441,Physical Review C,46,Physical Review C,0.0,36440.0,990293.0,0556-2813,Physics and Astronomy,Physics,3.2,physical review c
1647911,139143312,"Annales. Histoire, Sciences Sociales",46,Annales Histoire Sciences Sociales,0.2052980132450331,18841.0,30920.0,0395-2649,Arts and Humanities,Art,,
1649191,11271929,Journal of Ecology,46,Journal of Ecology,5.113502935420744,10156.0,706435.0,0022-0477,Environmental Science,Biology,5.3,journal of ecology
1650451,190270160,Journal of Archaeological Science,45,Journal of Archaeological Science,2.8731884057971016,7026.0,318755.0,0305-4403,Earth and Planetary Sciences,Geography,2.6,journal of archaeological science
1647103,200071133,Blood,45,Blood,1.799445471349353,173039.0,4937277.0,0006-4971,Medicine,Medicine,21.0,blood
1652802,73786128,Journal of Personality,45,Journal of Personality,3.17,4409.0,291475.0,0022-3506,Psychology,Psychology,3.2,journal of personality
1647457,127936299,British Journal of Psychiatry,45,The British Journal of Psychiatry,2.511961722488038,30934.0,980396.0,0007-1250,Arts and Humanities,Psychology,8.7,british journal of psychiatry
1649422,91660768,Philosophical Transactions of the Royal Society B,44,Philosophical Transactions of the Royal Society B Biological Sciences,5.57900677200903,9451.0,903872.0,0962-8436,Agricultural and Biological Sciences,Biology,5.4,philosophical transactions of the royal society b-biological sciences
1649766,33456383,Journal of Animal Ecology,44,Journal of Animal Ecology,3.3850931677018634,8505.0,590432.0,0021-8790,Environmental Science,Biology,3.5,journal of animal ecology
